timestamp,heart rate zone type,kcal,data source
2024-05-09T03:03:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:04:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:05:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:06:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:07:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:08:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:09:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:10:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:11:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:12:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:13:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:14:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:15:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:16:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:17:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:18:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:19:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:20:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:21:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:22:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:23:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:24:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:25:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:26:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:27:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:28:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:29:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:30:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:31:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:32:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:33:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:34:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:35:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:36:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:37:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:38:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:39:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:40:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:41:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:42:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:43:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:44:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:45:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:46:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:47:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:48:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:49:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:50:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:51:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:52:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:53:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:54:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:55:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:56:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:57:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:58:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T03:59:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:00:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:01:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:02:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:03:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:04:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:05:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:06:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:07:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:08:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:09:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:10:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:11:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:12:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:13:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:14:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:15:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:16:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:17:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:18:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:19:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:20:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:21:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:22:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:23:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44772,Fitbit App
2024-05-09T04:24:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:25:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:26:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:27:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:28:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:29:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:30:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:31:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:32:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:33:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:34:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:35:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:36:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:37:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:38:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:39:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:40:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:41:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:42:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:43:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:44:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:45:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:46:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:47:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:48:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:49:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:50:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:51:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:52:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:53:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:54:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:55:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:56:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:57:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:58:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T04:59:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:00:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:01:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:02:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:03:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:04:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:05:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:06:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:07:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:08:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:09:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:10:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:11:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:12:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:13:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:14:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:15:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:16:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44773,Fitbit App
2024-05-09T05:17:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:18:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:19:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:20:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:21:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:22:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:23:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:24:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:25:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:26:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:27:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:28:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:29:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:30:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:31:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:32:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:33:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:34:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:35:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:36:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:37:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:38:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:39:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:40:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:41:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:42:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:43:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:44:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:45:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:46:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:47:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:48:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:49:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:50:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:51:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:52:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:53:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:54:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.474576,Fitbit App
2024-05-09T05:55:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,4.922316,Fitbit App
2024-05-09T05:56:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.474576,Fitbit App
2024-05-09T05:57:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:58:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T05:59:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:00:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:01:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:02:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:03:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:04:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:05:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:06:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:07:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:08:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:09:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:10:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:11:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:12:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:13:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:14:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:15:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:16:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:17:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:18:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:19:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:20:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:21:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:22:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:23:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:24:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:25:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:26:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:27:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:28:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:29:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:30:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:31:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:32:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:33:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:34:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:35:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:36:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:37:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:38:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:39:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:40:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:41:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:42:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:43:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:44:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:45:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:46:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:47:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:48:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:49:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:50:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:51:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:52:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:53:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:54:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:55:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:56:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:57:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:58:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T06:59:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T07:00:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T07:01:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T07:02:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T07:03:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44774,Fitbit App
2024-05-09T07:04:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,1.44775,Fitbit App
2024-05-09T07:05:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.4746,Fitbit App
2024-05-09T07:06:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,4.34325,Fitbit App
2024-05-09T07:07:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.7641500000000003,Fitbit App
2024-05-09T07:08:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,3.7641500000000003,Fitbit App
2024-05-09T07:09:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,4.0537,Fitbit App
2024-05-09T07:10:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,4.34325,Fitbit App
2024-05-09T07:11:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,8.831275,Fitbit App
2024-05-09T07:12:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,10.568575000000001,Fitbit App
2024-05-09T07:13:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,10.568575000000001,Fitbit App
2024-05-09T07:14:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,9.699925,Fitbit App
2024-05-09T07:15:00Z,HEART_RATE_ZONE_TYPE_UNSPECIFIED,8.252175000000001,Fitbit App
